time,open,high,low,close,tick_volume
2025-06-02 00:00:00,143.747,143.749,143.747,143.749,4
2025-06-02 00:05:00,143.749,143.758,143.732,143.756,43
2025-06-02 00:10:00,143.755,143.772,143.752,143.772,69
2025-06-02 00:15:00,143.769,143.776,143.756,143.776,51
2025-06-02 00:20:00,143.775,143.78,143.765,143.776,40
2025-06-02 00:25:00,143.778,143.888,143.762,143.858,119
2025-06-02 00:30:00,143.859,143.878,143.859,143.875,72
2025-06-02 00:35:00,143.877,143.885,143.774,143.797,398
2025-06-02 00:40:00,143.794,143.81,143.787,143.81,120
2025-06-02 00:45:00,143.812,143.822,143.753,143.815,92
2025-06-02 00:50:00,143.803,143.829,143.783,143.785,152
2025-06-02 00:55:00,143.786,143.796,143.757,143.767,141
2025-06-02 01:00:00,143.772,143.854,143.742,143.854,211
2025-06-02 01:05:00,143.867,143.883,143.849,143.872,81
2025-06-02 01:10:00,143.87,143.881,143.856,143.876,94
2025-06-02 01:15:00,143.877,143.922,143.873,143.886,159
2025-06-02 01:20:00,143.884,143.909,143.88,143.908,117
2025-06-02 01:25:00,143.906,143.943,143.898,143.914,157
2025-06-02 01:30:00,143.916,143.974,143.914,143.968,159
2025-06-02 01:35:00,143.969,143.969,143.932,143.962,115
2025-06-02 01:40:00,143.962,143.973,143.951,143.951,110
2025-06-02 01:45:00,143.954,143.963,143.883,143.887,99
2025-06-02 01:50:00,143.886,143.9,143.824,143.845,132
2025-06-02 01:55:00,143.846,143.859,143.823,143.827,137
2025-06-02 02:00:00,143.823,143.837,143.78,143.801,230
2025-06-02 02:05:00,143.803,143.817,143.763,143.766,193
2025-06-02 02:10:00,143.767,143.801,143.757,143.8,165
2025-06-02 02:15:00,143.8,143.846,143.8,143.843,220
2025-06-02 02:20:00,143.844,143.852,143.825,143.832,164
2025-06-02 02:25:00,143.831,143.839,143.814,143.826,81
2025-06-02 02:30:00,143.825,143.84,143.815,143.825,163
2025-06-02 02:35:00,143.824,143.834,143.814,143.832,181
2025-06-02 02:40:00,143.83,143.842,143.825,143.826,149
2025-06-02 02:45:00,143.827,143.828,143.713,143.758,404
2025-06-02 02:50:00,143.757,143.785,143.757,143.779,208
2025-06-02 02:55:00,143.779,143.822,143.766,143.78,326
2025-06-02 03:00:00,143.78,143.788,143.666,143.671,956
