time,open,high,low,close,tick_volume
2025-10-01 00:00:00,147.747,147.838,147.728,147.828,354
2025-10-01 01:00:00,147.827,147.913,147.806,147.897,1315
2025-10-01 02:00:00,147.895,148.018,147.802,148.016,1917
2025-10-01 03:00:00,148.017,148.215,148.016,148.098,5041
2025-10-01 04:00:00,148.097,148.157,147.931,147.943,4735
2025-10-01 05:00:00,147.935,148.0,147.875,147.903,2963
2025-10-01 06:00:00,147.904,147.989,147.858,147.916,2080
2025-10-01 07:00:00,147.914,147.947,147.542,147.543,3225
2025-10-01 08:00:00,147.543,147.633,147.45,147.516,4611
2025-10-01 09:00:00,147.517,147.517,147.156,147.219,6275
2025-10-01 10:00:00,147.219,147.311,147.008,147.114,7038
2025-10-01 11:00:00,147.111,147.141,146.891,147.14,5782
2025-10-01 12:00:00,147.139,147.216,147.058,147.198,4759
2025-10-01 13:00:00,147.198,147.255,147.05,147.066,4900
2025-10-01 14:00:00,147.066,147.097,146.984,146.993,3885
2025-10-01 15:00:00,146.983,147.107,146.579,146.788,12813
2025-10-01 16:00:00,146.783,146.863,146.61,146.693,8916
2025-10-01 17:00:00,146.688,147.037,146.678,146.85,11511
2025-10-01 18:00:00,146.853,147.2,146.832,147.139,8295
2025-10-01 19:00:00,147.14,147.242,147.082,147.15,4616
2025-10-01 20:00:00,147.15,147.18,147.1,147.157,2472
2025-10-01 21:00:00,147.155,147.219,147.011,147.079,4254
2025-10-01 22:00:00,147.08,147.149,147.043,147.086,3119
2025-10-01 23:00:00,147.089,147.155,147.053,147.061,2388
2025-10-02 00:00:00,147.02,147.035,147.018,147.02,142
2025-10-02 01:00:00,147.018,147.056,146.988,146.998,1074
2025-10-02 02:00:00,146.998,147.103,146.991,147.099,1447
2025-10-02 03:00:00,147.099,147.313,147.097,147.182,5017
2025-10-02 04:00:00,147.181,147.216,146.946,146.975,4086
2025-10-02 05:00:00,146.975,147.176,146.931,147.154,2085
2025-10-02 06:00:00,147.155,147.185,147.04,147.074,1706
2025-10-02 07:00:00,147.075,147.189,147.063,147.165,2139
2025-10-02 08:00:00,147.165,147.257,147.107,147.152,3095
2025-10-02 09:00:00,147.149,147.367,146.882,147.144,6024
