time,open,high,low,close,tick_volume
2025-03-03 00:00:00,1.2576100000000001,1.26126,1.2576100000000001,1.26074,15651
2025-03-03 04:00:00,1.26074,1.26123,1.25955,1.2604,14113
2025-03-03 08:00:00,1.2603900000000001,1.2629000000000001,1.25811,1.26274,20554
2025-03-03 12:00:00,1.26272,1.26879,1.26272,1.26783,23576
2025-03-03 16:00:00,1.26784,1.27169,1.2671299999999999,1.27152,29571
2025-03-03 20:00:00,1.27151,1.27236,1.26787,1.26984,25336
2025-03-04 00:00:00,1.26979,1.2708599999999999,1.26867,1.26963,15265
2025-03-04 04:00:00,1.2696399999999999,1.26985,1.2677800000000001,1.26943,18802
2025-03-04 08:00:00,1.26945,1.27398,1.2687300000000001,1.27236,24558
2025-03-04 12:00:00,1.2723499999999999,1.27529,1.27033,1.27211,21870
2025-03-04 16:00:00,1.27212,1.27448,1.26985,1.27427,33337
2025-03-04 20:00:00,1.27427,1.27985,1.27403,1.27923,28389
2025-03-05 00:00:00,1.27897,1.27955,1.27755,1.27758,14683
2025-03-05 04:00:00,1.2776,1.27959,1.27664,1.27945,24240
2025-03-05 08:00:00,1.27945,1.28531,1.27861,1.28345,28258
2025-03-05 12:00:00,1.2834400000000001,1.28421,1.28017,1.28212,24242
2025-03-05 16:00:00,1.28211,1.288,1.28183,1.28785,37976
2025-03-05 20:00:00,1.28785,1.28997,1.28632,1.28918,26625
2025-03-06 00:00:00,1.28924,1.29068,1.2886,1.29036,13255
2025-03-06 04:00:00,1.29037,1.2907600000000001,1.2882,1.2901099999999999,17033
2025-03-06 08:00:00,1.2901099999999999,1.29227,1.2867899999999999,1.28753,29306
2025-03-06 12:00:00,1.28753,1.28967,1.2864900000000001,1.28961,27565
2025-03-06 16:00:00,1.28959,1.29176,1.28793,1.2886600000000001,38535
2025-03-06 20:00:00,1.28867,1.29022,1.28697,1.28743,20852
2025-03-07 00:00:00,1.2873,1.2888600000000001,1.28702,1.2882500000000001,9828
2025-03-07 04:00:00,1.28826,1.28915,1.2876,1.28834,15642
2025-03-07 08:00:00,1.28834,1.29437,1.28785,1.29372,23985
2025-03-07 12:00:00,1.29372,1.29413,1.28994,1.2901500000000001,24525
2025-03-07 16:00:00,1.2901500000000001,1.29358,1.28937,1.29061,36323
2025-03-07 20:00:00,1.29061,1.2928600000000001,1.28952,1.2916400000000001,20993
2025-03-09 20:00:00,1.29126,1.29204,1.28963,1.29086,932
2025-03-10 00:00:00,1.29107,1.29446,1.2910599999999999,1.29275,17279
2025-03-10 04:00:00,1.29277,1.29299,1.2904200000000001,1.29114,16181
2025-03-10 08:00:00,1.2911299999999999,1.29214,1.28729,1.29077,26793
2025-03-10 12:00:00,1.2907899999999999,1.29454,1.2901,1.29245,29506
2025-03-10 16:00:00,1.29241,1.29245,1.28762,1.28762,29602
