time,open,high,low,close,tick_volume
2026-02-02 00:00:00,1.18482,1.18513,1.18438,1.1848,684
2026-02-02 01:00:00,1.18487,1.1856,1.18385,1.18452,4346
2026-02-02 02:00:00,1.18453,1.18738,1.18453,1.1865700000000001,5300
2026-02-02 03:00:00,1.18658,1.18716,1.18518,1.18697,5508
2026-02-02 04:00:00,1.18703,1.18738,1.18621,1.18622,3962
2026-02-02 05:00:00,1.18621,1.18708,1.1862,1.18631,2858
2026-02-02 06:00:00,1.18632,1.18715,1.18571,1.1862300000000001,2766
2026-02-02 07:00:00,1.18621,1.18627,1.18399,1.18498,2883
2026-02-02 08:00:00,1.18498,1.18536,1.18423,1.1852800000000001,4727
2026-02-02 09:00:00,1.18529,1.18624,1.18507,1.18525,4456
2026-02-02 10:00:00,1.18526,1.18656,1.18426,1.185,5062
2026-02-02 11:00:00,1.18498,1.18642,1.18437,1.18614,4406
2026-02-02 12:00:00,1.18613,1.1869399999999999,1.18576,1.18638,3342
2026-02-02 13:00:00,1.18637,1.18704,1.18596,1.18637,2836
2026-02-02 14:00:00,1.18634,1.1869,1.18422,1.18489,3557
2026-02-02 15:00:00,1.1849,1.18493,1.18171,1.18199,5652
2026-02-02 16:00:00,1.18198,1.1829,1.18045,1.18197,6161
2026-02-02 17:00:00,1.18181,1.18181,1.17895,1.17913,9274
2026-02-02 18:00:00,1.17914,1.18068,1.17895,1.18053,5834
2026-02-02 19:00:00,1.18055,1.18115,1.1794,1.17991,4048
2026-02-02 20:00:00,1.17992,1.18002,1.17767,1.17788,3649
2026-02-02 21:00:00,1.17787,1.17905,1.1775,1.17878,2542
2026-02-02 22:00:00,1.17877,1.17913,1.17793,1.17905,1992
2026-02-02 23:00:00,1.17905,1.17935,1.17876,1.1789399999999999,929
2026-02-03 00:00:00,1.17892,1.17906,1.17809,1.17871,773
2026-02-03 01:00:00,1.1786699999999999,1.1797900000000001,1.17854,1.1797900000000001,911
2026-02-03 02:00:00,1.17978,1.18062,1.17972,1.18054,1754
2026-02-03 03:00:00,1.18055,1.18139,1.18006,1.18131,2418
2026-02-03 04:00:00,1.1813,1.18134,1.17998,1.18005,1583
2026-02-03 05:00:00,1.18004,1.18116,1.17999,1.18084,2176
2026-02-03 06:00:00,1.18084,1.18156,1.18078,1.18082,1355
2026-02-03 07:00:00,1.18083,1.18122,1.18039,1.18078,1221
2026-02-03 08:00:00,1.18079,1.18153,1.18068,1.18128,1613
2026-02-03 09:00:00,1.18127,1.18236,1.18089,1.18142,3205
2026-02-03 10:00:00,1.18141,1.18185,1.18028,1.18119,3541
2026-02-03 11:00:00,1.1812,1.1815,1.17911,1.17911,3778
2026-02-03 12:00:00,1.17913,1.1799,1.17858,1.17861,2279
2026-02-03 13:00:00,1.17862,1.17937,1.17816,1.17862,2017
2026-02-03 14:00:00,1.17863,1.17991,1.17858,1.17956,1875
