time,open,high,low,close,tick_volume
2024-12-02 00:00:00,190.422,190.566,190.237,190.363,2232
2024-12-02 01:00:00,190.361,190.579,190.177,190.328,8068
2024-12-02 02:00:00,190.332,190.763,190.291,190.648,9070
2024-12-02 03:00:00,190.652,191.042,190.603,191.016,9617
2024-12-02 04:00:00,191.015,191.134,190.925,191.063,6931
2024-12-02 05:00:00,191.063,191.216,190.955,190.99,6043
2024-12-02 06:00:00,190.99,191.171,190.942,191.083,5796
2024-12-02 07:00:00,191.084,191.271,191.019,191.195,6241
2024-12-02 08:00:00,191.195,191.198,190.846,190.972,8213
2024-12-02 09:00:00,190.949,191.066,190.258,190.54,10669
2024-12-02 10:00:00,190.538,190.784,190.428,190.684,9872
2024-12-02 11:00:00,190.685,191.07,190.526,190.971,7988
2024-12-02 12:00:00,190.969,191.091,190.774,190.781,9278
2024-12-02 13:00:00,190.782,191.033,190.76,190.839,7281
2024-12-02 14:00:00,190.84,190.854,190.064,190.135,10381
2024-12-02 15:00:00,190.132,190.548,190.132,190.357,10745
2024-12-02 16:00:00,190.356,190.398,189.447,189.474,11196
2024-12-02 17:00:00,189.476,189.653,189.138,189.241,13238
2024-12-02 18:00:00,189.24,189.37,188.457,188.591,12199
2024-12-02 19:00:00,188.592,189.16,188.574,189.14,8042
2024-12-02 20:00:00,189.14,189.38,189.11,189.227,5456
2024-12-02 21:00:00,189.227,189.272,189.09,189.129,6643
2024-12-02 22:00:00,189.128,189.267,189.014,189.22,8333
2024-12-02 23:00:00,189.221,189.286,189.187,189.188,2480
2024-12-03 00:00:00,189.161,189.283,189.144,189.175,504
2024-12-03 01:00:00,189.169,189.571,189.156,189.242,2975
2024-12-03 02:00:00,189.245,189.683,189.223,189.582,5951
2024-12-03 03:00:00,189.586,189.608,189.311,189.518,8573
2024-12-03 04:00:00,189.518,189.61,189.384,189.449,7357
2024-12-03 05:00:00,189.449,189.87,189.423,189.795,5042
2024-12-03 06:00:00,189.796,189.915,189.762,189.837,5089
2024-12-03 07:00:00,189.838,189.896,189.679,189.728,5730
2024-12-03 08:00:00,189.727,189.918,189.64,189.866,7710
2024-12-03 09:00:00,189.866,190.01,189.728,189.935,8847
2024-12-03 10:00:00,189.933,190.364,189.831,190.235,10764
2024-12-03 11:00:00,190.237,190.252,189.88,189.911,9659
2024-12-03 12:00:00,189.911,190.23,189.86,190.032,6516
2024-12-03 13:00:00,190.03,190.103,189.538,189.585,7300
2024-12-03 14:00:00,189.585,189.603,189.234,189.262,8395
2024-12-03 15:00:00,189.259,189.285,188.543,188.586,10016
2024-12-03 16:00:00,188.58,188.836,188.188,188.414,10707
2024-12-03 17:00:00,188.437,188.976,188.065,188.839,13531
2024-12-03 18:00:00,188.838,189.295,188.793,188.999,8422
2024-12-03 19:00:00,189.004,189.409,188.963,189.352,8635
2024-12-03 20:00:00,189.35,189.392,189.054,189.226,7511
2024-12-03 21:00:00,189.228,189.418,189.045,189.375,6312
2024-12-03 22:00:00,189.377,189.446,189.307,189.376,6049
2024-12-03 23:00:00,189.38,189.593,189.368,189.541,2300
2024-12-04 00:00:00,189.502,189.547,189.427,189.541,485
2024-12-04 01:00:00,189.541,189.654,189.5,189.602,2126
2024-12-04 02:00:00,189.601,189.832,189.537,189.773,6506
2024-12-04 03:00:00,189.774,189.999,189.653,189.899,6317
2024-12-04 04:00:00,189.9,189.943,189.548,189.657,6779
2024-12-04 05:00:00,189.658,189.758,189.342,189.736,7280
2024-12-04 06:00:00,189.736,190.162,189.736,190.138,6877
2024-12-04 07:00:00,190.139,190.477,190.056,190.468,6356
2024-12-04 08:00:00,190.467,190.534,190.181,190.452,7016
2024-12-04 09:00:00,190.453,190.767,190.413,190.689,8779
2024-12-04 10:00:00,190.687,191.073,190.406,190.617,11035
2024-12-04 11:00:00,190.617,190.979,190.059,190.922,10745
2024-12-04 12:00:00,190.923,191.192,190.905,191.075,9052
2024-12-04 13:00:00,191.076,191.417,191.031,191.308,8387
2024-12-04 14:00:00,191.306,191.517,191.272,191.453,7839
2024-12-04 15:00:00,191.453,191.507,191.174,191.404,11741
2024-12-04 16:00:00,191.404,191.46,191.062,191.122,10190
2024-12-04 17:00:00,191.131,191.221,190.89,191.107,15280
2024-12-04 18:00:00,191.109,191.161,190.732,190.868,9401
2024-12-04 19:00:00,190.868,191.0,190.726,190.948,6879
2024-12-04 20:00:00,190.948,191.014,190.672,190.917,5655
2024-12-04 21:00:00,190.906,191.083,190.8,191.047,9364
2024-12-04 22:00:00,191.05,191.35,191.045,191.193,7145
2024-12-04 23:00:00,191.199,191.297,191.13,191.202,2577
2024-12-05 00:00:00,191.164,191.25,191.071,191.196,582
2024-12-05 01:00:00,191.198,191.493,191.155,191.197,4584
2024-12-05 02:00:00,191.194,191.194,190.692,190.731,8505
2024-12-05 03:00:00,190.731,191.308,190.683,191.119,8252
2024-12-05 04:00:00,191.12,191.123,190.861,190.987,7673
2024-12-05 05:00:00,190.99,191.014,190.822,190.987,5246
2024-12-05 06:00:00,190.988,191.119,190.954,191.021,3895
2024-12-05 07:00:00,191.023,191.031,190.409,190.613,5848
2024-12-05 08:00:00,190.612,190.628,190.329,190.437,8449
2024-12-05 09:00:00,190.437,190.811,190.437,190.655,7832
2024-12-05 10:00:00,190.658,191.186,190.617,191.153,8983
2024-12-05 11:00:00,191.158,191.208,190.983,191.205,6327
2024-12-05 12:00:00,191.195,191.28,190.912,190.929,5833
2024-12-05 13:00:00,190.926,191.197,190.905,191.166,5967
2024-12-05 14:00:00,191.169,191.479,191.119,191.397,8733
2024-12-05 15:00:00,191.397,192.062,191.338,192.033,11479
