symbol,setup_type,direction,kill_zone,entry_time,exit_time,entry_price,exit_price,sl_price,tp_price,pnl_pips,exit_reason,partial_taken,htf_bias
AUDUSD,CHOCH,SELL,LONDON_OPEN,2024-11-12 06:00:00+00:00,2024-11-12 18:50:00+00:00,0.65494,0.65245,0.65937612,0.6438496999999999,24.89999999999992,GIVEBACK_GUARD,False,SELL
AUDUSD,CHOCH,SELL,LONDON_CLOSE,2024-11-13 16:30:00+00:00,2024-11-13 17:10:00+00:00,0.65129,0.64867,0.65577894,0.64006765,26.200000000000667,GIVEBACK_GUARD,False,SELL
AUDUSD,CHOCH,BUY,NY_OPEN,2024-11-14 14:45:00+00:00,2024-11-14 16:40:00+00:00,0.64651,0.64746,0.64387966,0.6530858500000002,9.500000000000064,GIVEBACK_GUARD,False,SELL
AUDUSD,LIQUIDITY_SWEEP_REVERSAL,SELL,NY_OPEN,2024-11-15 15:30:00+00:00,2024-11-15 16:40:00+00:00,0.64615,0.64457,0.6483099999999999,0.6407549750000001,15.800000000000258,GIVEBACK_GUARD,False,SELL
AUDUSD,CHOCH,SELL,LONDON_CLOSE,2024-11-15 16:40:00+00:00,2024-11-18 18:50:00+00:00,0.64457,0.6493060199999999,0.6493060199999999,0.6327299500000001,-47.360199999999516,SL_HIT,False,SELL
AUDUSD,CHOCH,BUY,NY_OPEN,2024-11-21 13:30:00+00:00,2024-11-22 07:15:00+00:00,0.65197,0.649199,0.649199,0.6588975000000002,-27.71000000000079,SL_HIT,False,BUY
AUDUSD,CHOCH,BUY,NY_OPEN,2024-11-25 15:15:00+00:00,2024-11-26 01:40:00+00:00,0.65222,0.6483007999999999,0.6483007999999999,0.6620180000000003,-39.19200000000122,SL_HIT,False,BUY
AUDUSD,CHOCH,SELL,LONDON_OPEN,2024-11-28 06:00:00+00:00,2024-11-28 07:00:00+00:00,0.64841,0.64903,0.64903,0.6401809000000002,-6.199999999999539,SL_HIT,False,SELL
AUDUSD,CHOCH,SELL,LONDON_OPEN,2024-11-28 07:00:00+00:00,2024-11-28 08:10:00+00:00,0.64898,0.64827,0.6486000000000001,0.6411609,7.399999999999851,GIVEBACK_GUARD,True,SELL
AUDUSD,CHOCH,BUY,NY_OPEN,2024-11-28 13:30:00+00:00,2024-11-29 06:25:00+00:00,0.64967,0.65213,0.64631478,0.65805805,24.600000000000176,GIVEBACK_GUARD,False,NEUTRAL
