symbol,setup_type,direction,kill_zone,entry_time,exit_time,entry_price,exit_price,sl_price,tp_price,pnl_pips,exit_reason,partial_taken,htf_bias
GBPJPY,CHOCH,SELL,LONDON_CLOSE,2024-11-12 17:00:00+00:00,2024-11-12 17:45:00+00:00,197.219,197.126,197.52100000000002,195.23294499999997,9.299999999998931,GIVEBACK_GUARD,False,SELL
GBPJPY,LIQUIDITY_SWEEP_REVERSAL,SELL,LONDON_OPEN,2024-11-13 09:00:00+00:00,2024-11-13 09:20:00+00:00,197.49,197.356,197.41400000000002,196.07146999999998,14.47999999999979,GIVEBACK_GUARD,True,NEUTRAL
GBPJPY,CHOCH,SELL,NY_OPEN,2024-11-13 13:30:00+00:00,2024-11-13 15:50:00+00:00,197.387,197.052,198.10041,195.60347499999997,33.500000000000796,GIVEBACK_GUARD,False,NEUTRAL
GBPJPY,LIQUIDITY_SWEEP_REVERSAL,BUY,NY_OPEN,2024-11-26 15:00:00+00:00,2024-11-26 18:30:00+00:00,193.059,192.645162,192.645162,194.093595,-41.38379999999984,SL_HIT,False,SELL
GBPJPY,LIQUIDITY_SWEEP_REVERSAL,SELL,LONDON_CLOSE,2024-11-27 16:15:00+00:00,2024-11-27 16:35:00+00:00,191.586,191.395,191.51000000000002,189.61732999999998,16.75999999999931,GIVEBACK_GUARD,True,SELL
GBPJPY,CHOCH,SELL,LONDON_CLOSE,2024-11-28 16:45:00+00:00,2024-11-29 02:10:00+00:00,192.056,191.649,192.841914,190.09121500000003,40.70000000000107,GIVEBACK_GUARD,False,SELL
GBPJPY,CHOCH,SELL,LONDON_OPEN,2024-12-02 08:30:00+00:00,2024-12-02 09:45:00+00:00,190.9,190.364,191.653542,189.01614500000005,53.600000000000136,GIVEBACK_GUARD,False,NEUTRAL
GBPJPY,LIQUIDITY_SWEEP_REVERSAL,SELL,LONDON_CLOSE,2024-12-05 16:30:00+00:00,2024-12-05 17:30:00+00:00,191.878,191.586,192.390198,190.59750499999996,29.199999999997317,GIVEBACK_GUARD,False,NEUTRAL
GBPJPY,CHOCH,BUY,LONDON_OPEN,2024-12-11 08:30:00+00:00,2024-12-11 09:35:00+00:00,193.71,193.029168,193.029168,195.41208000000003,-68.08320000000094,SL_HIT,False,BUY
GBPJPY,LIQUIDITY_SWEEP_REVERSAL,SELL,NY_OPEN,2024-12-11 15:35:00+00:00,2024-12-11 16:00:00+00:00,194.318,194.512,194.512,192.47509750000012,-19.39999999999884,SL_HIT,False,BUY
GBPJPY,CHOCH,BUY,LONDON_OPEN,2024-12-12 06:15:00+00:00,2024-12-12 06:35:00+00:00,194.502,194.373,194.373,196.40953999999996,-12.90000000000191,SL_HIT,False,BUY
GBPJPY,CHOCH,BUY,NY_OPEN,2024-12-13 13:30:00+00:00,2024-12-16 16:20:00+00:00,194.233,195.063,192.455318,198.67720500000001,82.99999999999841,GIVEBACK_GUARD,False,BUY
GBPJPY,CHOCH,BUY,LONDON_OPEN,2024-12-17 07:30:00+00:00,2024-12-17 17:00:00+00:00,195.5,194.807604,194.807604,197.23099000000002,-69.23960000000022,SL_HIT,False,NEUTRAL
GBPJPY,CHOCH,SELL,LONDON_CLOSE,2024-12-18 16:45:00+00:00,2024-12-18 21:50:00+00:00,195.292,194.832,196.148514,193.150715,46.000000000000796,GIVEBACK_GUARD,False,BUY
GBPJPY,CHOCH,BUY,NY_OPEN,2024-12-23 16:00:00+00:00,2024-12-24 16:00:00+00:00,196.952,197.398,196.04213000000001,199.22667499999994,44.599999999999795,GIVEBACK_GUARD,False,BUY
GBPJPY,CHOCH,BUY,NY_OPEN,2024-12-31 13:45:00+00:00,2025-01-02 14:40:00+00:00,196.592,195.334548,195.334548,199.73563000000001,-125.74520000000007,SL_HIT,False,NEUTRAL
