symbol,direction,setup_type,entry_price,sl_price,tp_price,confidence,entry_time,exit_time,exit_price,exit_reason,pnl_pips,rr_achieved,killzone,htf_bias,sniper_passed,sniper_skip_reason,partial_taken,trail_count,be_applied,peak_r
USDJPY,BUY,LIQUIDITY_SWEEP_REVERSAL,155.35100,155.35405,157.01810,0.950,2025-01-24 08:40,2025-01-24 09:55,155.35405,TRAILED_SL,3.20,0.06,LONDON_OPEN,NEUTRAL,True,,True,1,True,0.00
GBPUSD,BUY,HH_HL_CONTINUATION,1.23888,1.23821,1.24164,0.950,2025-01-24 09:15,2025-01-24 09:30,1.23821,SL_HIT,-6.70,-1.00,LONDON_OPEN,BUY,True,,False,0,False,0.00
GBPUSD,BUY,HH_HL_CONTINUATION,1.23876,1.24118,1.24145,1.000,2025-01-24 09:50,2025-01-24 11:15,1.24118,TRAILED_SL,18.30,29.52,LONDON_OPEN,BUY,True,,True,1,True,46.77
USDJPY,BUY,CHOCH,155.38400,155.22900,157.52069,0.820,2025-01-24 09:55,2025-01-24 11:00,155.22900,SL_HIT,-15.50,-0.18,LONDON_OPEN,NEUTRAL,True,,False,2,False,0.00
GBPUSD,BUY,CONTINUATION_OB,1.24309,1.24221,1.26124,1.000,2025-01-24 12:05,2025-01-24 13:15,1.24221,SL_HIT,-8.80,-0.70,NY_OPEN,BUY,True,,False,1,False,0.00
GBPUSD,BUY,CONTINUATION_OB,1.24245,1.24150,1.25616,1.000,2025-01-24 13:15,2025-01-24 13:30,1.24150,SL_HIT,-9.50,-1.00,NY_OPEN,BUY,True,,False,0,False,0.00
GBPUSD,BUY,CONTINUATION_OB,1.24150,1.24102,1.25464,0.980,2025-01-24 13:55,2025-01-24 16:05,1.24102,SL_HIT,-4.80,-0.11,NY_OPEN,BUY,True,,False,3,False,0.00
USDJPY,BUY,FVG_CONTINUATION,156.08300,156.36700,156.93577,0.780,2025-01-24 14:20,2025-01-24 15:15,156.36700,TRAILED_SL,15.60,0.46,NY_OPEN,NEUTRAL,True,,True,2,True,1.28
GBPJPY,SELL,LIQUIDITY_SWEEP_REVERSAL,193.95400,194.23600,192.83849,0.950,2025-01-24 15:15,2025-01-24 16:15,194.23600,SL_HIT,-28.20,-1.00,LONDON_CLOSE,BUY,True,,False,0,False,0.00
USDJPY,BUY,FVG_CONTINUATION,156.33300,156.33815,157.24939,0.780,2025-01-24 15:25,2025-01-24 16:45,156.33815,TRAILED_SL,5.41,0.15,LONDON_CLOSE,NEUTRAL,True,,True,1,True,0.00
USDJPY,BUY,CHOCH,156.03700,156.03815,158.68345,0.820,2025-01-27 07:00,2025-01-27 07:25,156.03815,TRAILED_SL,1.21,0.01,LONDON_OPEN,NEUTRAL,True,,True,1,True,0.00
USDJPY,BUY,CHOCH,155.95300,156.02000,158.38945,0.820,2025-01-27 07:30,2025-01-27 08:50,156.02000,TRAILED_SL,6.70,0.07,LONDON_OPEN,NEUTRAL,True,,True,1,False,0.00
