symbol,setup_type,direction,kill_zone,entry_time,exit_time,pnl_pips,exit_reason
EURUSD,CHOCH,SELL,LONDON_CLOSE,2024-11-08 16:15:00+00:00,2024-11-11 10:20:00+00:00,80.9892000000012,TP_HIT
EURUSD,CHOCH,SELL,NY_OPEN,2024-11-13 13:30:00+00:00,2024-11-13 15:30:00+00:00,-37.857800000000715,SL_HIT
EURUSD,LIQUIDITY_SWEEP_REVERSAL,SELL,NY_OPEN,2024-11-13 15:30:00+00:00,2024-11-13 16:50:00+00:00,49.579650000000086,TP_HIT
EURUSD,CHOCH,SELL,LONDON_CLOSE,2024-11-13 16:50:00+00:00,2024-11-22 10:55:00+00:00,134.8593000000009,TP_HIT
EURUSD,LIQUIDITY_SWEEP_REVERSAL,BUY,LONDON_CLOSE,2024-11-22 17:00:00+00:00,2024-11-25 00:00:00+00:00,24.299999999999322,TP_HIT
EURUSD,CHOCH,SELL,NY_OPEN,2024-11-25 14:15:00+00:00,2024-11-25 15:25:00+00:00,-42.392399999999775,SL_HIT
EURUSD,CHOCH,BUY,LONDON_OPEN,2024-11-26 06:45:00+00:00,2024-11-29 09:25:00+00:00,113.17200000000138,TP_HIT
EURUSD,LIQUIDITY_SWEEP_REVERSAL,BUY,NY_OPEN,2024-11-29 14:45:00+00:00,2024-12-02 01:25:00+00:00,-26.7470000000003,SL_HIT
EURUSD,LIQUIDITY_SWEEP_REVERSAL,SELL,LONDON_OPEN,2024-12-02 09:00:00+00:00,2024-12-02 17:00:00+00:00,45.65429999999759,TP_HIT
EURUSD,CHOCH,BUY,LONDON_OPEN,2024-12-03 09:00:00+00:00,2024-12-05 15:15:00+00:00,53.18879999999915,TP_HIT
EURUSD,LIQUIDITY_SWEEP_REVERSAL,BUY,NY_OPEN,2024-12-06 16:00:00+00:00,2024-12-06 17:10:00+00:00,-25.066900000001446,SL_HIT
EURUSD,CHOCH,SELL,LONDON_OPEN,2024-12-11 07:15:00+00:00,2024-12-11 08:10:00+00:00,-4.499999999998394,SL_HIT
EURUSD,CHOCH,SELL,LONDON_OPEN,2024-12-11 08:10:00+00:00,2024-12-12 15:15:00+00:00,49.46490000000247,TP_HIT
EURUSD,LIQUIDITY_SWEEP_REVERSAL,BUY,NY_OPEN,2024-12-12 15:30:00+00:00,2024-12-12 17:35:00+00:00,-25.378899999999316,SL_HIT
EURUSD,CHOCH,SELL,NY_OPEN,2024-12-16 13:30:00+00:00,2024-12-18 21:35:00+00:00,88.87109999999865,TP_HIT
